record_id,state,district,land_type,project_type,cadastral_area_sqm,survey_area_sqm,compensation_amount,displaced_families,notification_date,award_date,rr_disbursement_ratio,is_anomaly_injected,injected_anomaly_type
REC_104305,Karnataka,District_16,Agricultural,Urban Development,6549.88,6867.23,3094975.38,1,2021-01-13,2022-12-16,0.91,0,None
REC_104306,MP,District_13,Commercial,Dam,7355.47,7301.2,28336002.73,1,2022-04-26,2023-05-26,0.88,0,None
REC_104307,MP,District_9,Forest,Dam,16856.72,16026.79,2191959.62,2,2020-07-29,2022-07-16,0.91,0,None
REC_104308,Maharashtra,District_5,Agricultural,Dam,16843.24,16053.8,3217544.58,4,2021-02-12,2021-10-31,1.0,0,None
REC_104309,Gujarat,District_8,Forest,Highway,500.33,491.96,101310.29,0,2020-07-03,2021-04-26,0.87,0,None
REC_104310,MP,District_1,Residential,Highway,9664.9,9720.83,13792995.45,2,2021-07-14,2022-04-22,0.93,0,None
REC_104311,Gujarat,District_19,Forest,Highway,14579.37,14747.73,2073871.62,1,2021-06-07,2022-04-20,0.83,0,None
REC_104312,Maharashtra,District_16,Agricultural,Dam,17701.06,17234.92,9138250.03,2,2021-02-01,2021-09-06,0.95,0,None
REC_104313,Maharashtra,District_2,Forest,Railway,3156.77,3063.81,445726.53,0,2020-08-12,2022-06-15,0.88,0,None
REC_104314,Gujarat,District_19,Commercial,Dam,9500.29,9284.35,59578984.77,1,2021-07-20,2022-09-09,0.85,0,None
REC_104315,Gujarat,District_9,Forest,Urban Development,4666.16,4754.08,423157.29,0,2021-09-14,2023-06-21,0.81,0,None
REC_104316,Maharashtra,District_8,Residential,Highway,16918.66,17557.55,42454630.1,1,2021-03-06,2023-01-17,0.87,0,None
REC_104317,Karnataka,District_15,Forest,Railway,19072.67,19018.27,3330116.65,4,2022-09-24,2023-10-04,0.82,0,None
REC_104318,Karnataka,District_12,Forest,Highway,17331.12,16659.69,1184489.44,4,2022-03-30,2024-02-06,0.87,0,None
REC_104319,UP,District_8,Agricultural,Railway,9583.1,9659.9,1380114.19,2,2022-05-10,2023-06-17,0.89,0,None
REC_104320,Maharashtra,District_11,Residential,Urban Development,6442.43,6170.85,11595983.51,1,2021-10-09,2022-05-20,0.87,0,None
REC_104321,Karnataka,District_15,Agricultural,Urban Development,11360.74,11798.51,5597899.6,1,2020-05-10,2021-02-09,0.84,0,None
REC_104322,MP,District_16,Commercial,Urban Development,1847.81,1885.77,7414595.89,0,2021-12-28,2023-04-08,0.97,0,None
REC_104323,Karnataka,District_2,Residential,Urban Development,12554.06,12348.74,17874596.21,2,2021-06-05,2023-06-05,0.85,0,None
REC_104324,Gujarat,District_4,Agricultural,Urban Development,1882.61,1912.03,738118.68,0,2020-03-06,2021-07-14,0.99,0,None
REC_104325,UP,District_2,Agricultural,Railway,10855.38,11367.09,6089633.71,2,2022-08-16,2023-10-02,0.9,0,None
REC_104326,Karnataka,District_2,Commercial,Dam,8938.26,9086.44,50475807.48,2,2021-07-02,2023-03-28,0.87,0,None
REC_104327,Maharashtra,District_11,Forest,Highway,11643.91,12117.37,1468941.01,1,2022-01-31,2022-09-06,0.9,0,None
REC_104328,MP,District_15,Forest,Dam,13045.23,13240.58,860272.39,2,2021-07-04,2022-02-23,0.96,0,None
REC_104329,Gujarat,District_8,Residential,Urban Development,8602.03,8614.42,10907444.39,2,2020-12-31,2022-09-08,0.9,0,None
REC_104330,MP,District_10,Residential,Dam,18412.94,18919.34,43530885.8,4,2022-09-26,2024-07-21,0.86,0,None
REC_104331,MP,District_10,Agricultural,Railway,5829.73,5843.37,1289012.72,0,2022-04-19,2023-12-23,0.9,0,None
REC_104332,UP,District_10,Agricultural,Highway,8874.31,9153.92,3478328.49,2,2021-03-18,2022-04-25,0.9,0,None
REC_104333,Gujarat,District_20,Residential,Dam,13716.13,13205.52,37710532.93,3,2020-08-11,2022-07-02,0.8,0,None
REC_104334,MP,District_7,Agricultural,Urban Development,12847.1,13119.87,3629161.94,1,2021-08-19,2023-07-10,0.87,0,None
REC_104335,Karnataka,District_15,Commercial,Railway,15832.33,15756.28,130305825.57,1,2021-11-09,2023-07-31,0.87,0,None
REC_104336,Gujarat,District_4,Forest,Railway,7652.67,7376.75,514389.09,0,2021-12-28,2022-08-03,0.98,0,None
REC_104337,Gujarat,District_19,Agricultural,Urban Development,7306.13,7437.23,2975173.98,1,2021-07-26,2023-02-03,0.8,0,None
REC_104338,Karnataka,District_6,Commercial,Railway,7041.18,7270.46,23357483.76,1,2020-06-28,2021-10-28,0.89,0,None
REC_104339,Maharashtra,District_13,Residential,Highway,9860.49,9396.97,13078027.38,2,2021-07-17,2023-01-03,0.87,0,None
REC_104340,Karnataka,District_18,Commercial,Dam,8128.82,7888.84,62132805.07,1,2022-03-27,2023-10-26,0.95,0,None
REC_104341,Maharashtra,District_15,Commercial,Urban Development,6143.7,6022.97,42447416.51,0,2020-10-25,2022-05-21,0.98,0,None
REC_104342,UP,District_9,Forest,Railway,14783.03,14879.05,1415582.86,3,2022-01-14,2022-11-15,0.93,0,None
REC_104343,Karnataka,District_19,Residential,Urban Development,3068.55,3153.89,7499897.92,0,2021-10-27,2022-07-18,0.95,0,None
REC_104344,UP,District_9,Agricultural,Dam,11303.0,11720.22,1920044.75,2,2020-03-06,2021-11-28,0.85,0,None
REC_104345,Maharashtra,District_11,Agricultural,Railway,13028.83,12843.34,3679093.41,2,2022-07-08,2023-06-22,0.82,0,None
REC_104346,Maharashtra,District_17,Agricultural,Dam,3895.07,3895.07,781565.85,0,2021-08-01,2021-08-09,0.87,1,Timeline Irregularity
REC_104347,Gujarat,District_10,Residential,Dam,14535.19,14921.45,33755431.92,4,2021-01-30,2021-09-26,0.99,0,None
REC_104348,MP,District_9,Commercial,Dam,1196.59,1143.09,4194753.96,0,2022-04-10,2024-01-10,0.9,0,None
REC_104349,Karnataka,District_1,Commercial,Railway,16640.72,17163.13,137897482.91,2,2021-07-02,2023-02-16,0.82,0,None
REC_104350,Karnataka,District_8,Commercial,Highway,17325.82,16630.78,106827876.37,3,2022-04-11,2023-03-12,0.87,0,None
REC_104351,UP,District_12,Agricultural,Dam,8280.51,7879.9,2025605.05,2,2021-12-25,2022-12-31,0.92,0,None
REC_104352,Maharashtra,District_18,Commercial,Dam,5890.12,5652.52,25195553.33,0,2021-01-21,2022-10-26,0.86,0,None
REC_104353,UP,District_4,Forest,Dam,15220.75,15255.79,2437138.48,3,2021-02-27,2022-11-14,0.99,0,None
REC_104354,Maharashtra,District_1,Commercial,Urban Development,5705.52,5543.54,40868436.0,1,2022-02-03,2023-09-09,0.99,0,None
REC_104355,Gujarat,District_9,Commercial,Highway,8341.3,8279.47,46541388.2,0,2020-05-17,2021-03-24,0.84,0,None
REC_104356,Gujarat,District_8,Residential,Highway,17733.28,18476.01,41076230.72,4,2020-03-15,2021-04-12,0.85,0,None
REC_104357,UP,District_14,Commercial,Dam,11778.02,11778.02,762041466.83,2,2021-05-14,2022-11-11,0.92,1,Compensation Outlier
REC_104358,Maharashtra,District_16,Forest,Highway,19057.06,19057.06,1388262.42,3,2020-12-01,2020-12-14,0.83,1,Timeline Irregularity
REC_104359,UP,District_4,Residential,Urban Development,5647.77,5916.39,13421946.83,1,2020-01-28,2021-01-10,0.81,0,None
REC_104360,Gujarat,District_8,Residential,Highway,3881.39,3729.61,10047303.93,0,2021-04-13,2022-08-17,0.85,0,None
REC_104361,UP,District_12,Forest,Urban Development,3349.65,3311.01,440689.91,0,2020-05-23,2021-12-09,0.82,0,None
REC_104362,Maharashtra,District_4,Forest,Railway,18669.54,18993.83,3305455.94,4,2021-05-16,2022-03-23,0.9,0,None
REC_104363,UP,District_7,Agricultural,Urban Development,3890.65,3766.17,1493106.41,1,2022-01-22,2023-08-15,0.97,0,None
REC_104364,MP,District_11,Residential,Railway,19948.46,19880.81,29065390.3,2,2021-10-16,2022-10-18,0.98,0,None
REC_104365,UP,District_15,Forest,Urban Development,15104.42,15669.12,3046794.24,2,2022-04-11,2023-01-10,0.84,0,None
REC_104366,Karnataka,District_20,Agricultural,Highway,2708.09,2828.66,1226930.0,0,2020-08-09,2022-01-02,0.88,0,None
REC_104367,Maharashtra,District_6,Residential,Urban Development,19957.87,19568.56,46466821.32,5,2020-03-06,2021-04-03,0.88,0,None
REC_104368,Karnataka,District_10,Residential,Dam,13435.05,13702.98,45920622.08,2,2021-05-07,2022-03-27,0.86,0,None
REC_104369,Gujarat,District_18,Commercial,Highway,7090.47,7266.04,21773864.51,2,2020-11-03,2022-08-25,0.94,0,None
REC_104370,Gujarat,District_8,Agricultural,Urban Development,17952.43,17788.61,5095719.99,2,2022-08-05,2024-02-05,0.95,0,None
REC_104371,Karnataka,District_13,Agricultural,Urban Development,1908.5,1849.02,196784.27,0,2021-12-04,2023-10-08,1.0,0,None
REC_104372,Karnataka,District_19,Commercial,Railway,19291.96,19009.77,73993863.88,5,2021-01-01,2021-10-03,0.84,0,None
REC_104373,Maharashtra,District_9,Forest,Dam,2617.19,2507.78,304571.44,0,2021-08-26,2023-01-12,0.9,0,None
REC_104374,Gujarat,District_3,Commercial,Highway,12978.71,12949.06,59471666.24,2,2020-10-23,2021-05-05,0.97,0,None
REC_104375,MP,District_11,Residential,Railway,12741.95,13045.02,22026568.54,3,2021-03-27,2023-02-12,0.94,0,None
REC_104376,UP,District_14,Agricultural,Railway,3429.82,3268.83,1287321.09,0,2020-02-23,2022-02-13,0.9,0,None
REC_104377,Karnataka,District_17,Agricultural,Highway,14465.91,14521.54,7061275.07,3,2020-04-12,2022-04-10,0.83,0,None
REC_104378,UP,District_8,Agricultural,Urban Development,9473.23,9769.1,2615154.07,1,2020-07-30,2021-04-22,0.82,0,None
REC_104379,Karnataka,District_3,Agricultural,Urban Development,1662.86,1727.85,408533.46,0,2020-08-22,2022-05-07,0.95,0,None
REC_104380,UP,District_18,Forest,Railway,11177.9,10711.83,1870049.51,1,2021-10-08,2022-07-21,0.81,0,None
REC_104381,Maharashtra,District_16,Agricultural,Dam,11838.8,12089.29,1326612.87,3,2020-04-09,2020-11-21,0.86,0,None
REC_104382,MP,District_13,Residential,Dam,17891.09,18080.31,47428708.96,5,2020-11-04,2021-09-11,0.87,0,None
REC_104383,Karnataka,District_15,Agricultural,Dam,10757.01,11123.8,4924563.56,2,2021-10-19,2022-04-19,0.81,0,None
REC_104384,Gujarat,District_14,Commercial,Railway,10717.21,10387.46,65352062.13,1,2022-08-04,2023-04-14,0.93,0,None
REC_104385,Karnataka,District_9,Commercial,Railway,3414.67,3412.94,19360458.52,0,2020-01-13,2021-08-28,0.81,0,None
REC_104386,Maharashtra,District_2,Commercial,Railway,5256.35,5397.68,24980948.67,1,2020-02-25,2021-02-28,0.81,0,None
REC_104387,MP,District_14,Residential,Urban Development,17014.49,17042.89,44765174.02,1,2022-07-20,2023-02-04,0.99,0,None
REC_104388,Karnataka,District_5,Commercial,Urban Development,15971.07,16665.22,95868774.87,3,2022-01-28,2022-11-01,0.94,0,None
REC_104389,Maharashtra,District_10,Commercial,Highway,8445.64,8589.29,63124986.62,1,2021-02-17,2022-10-08,0.97,0,None
REC_104390,UP,District_2,Agricultural,Urban Development,8551.39,8460.59,4583962.92,1,2020-03-18,2021-06-03,0.81,0,None
REC_104391,Karnataka,District_19,Commercial,Highway,9677.07,9347.34,31016807.28,1,2020-04-07,2021-11-19,0.95,0,None
REC_104392,UP,District_8,Commercial,Railway,19728.99,20608.13,71409289.11,2,2020-05-11,2021-03-25,0.9,0,None
REC_104393,Gujarat,District_9,Agricultural,Highway,9992.42,9646.08,2374595.62,1,2020-11-23,2022-01-14,0.86,0,None
REC_104394,MP,District_5,Commercial,Railway,11199.48,11074.56,83424302.35,2,2020-02-18,2021-09-01,0.95,0,None
REC_104395,UP,District_5,Agricultural,Highway,10548.29,10729.42,5654597.1,1,2022-09-10,2023-04-25,0.85,0,None
REC_104396,Maharashtra,District_4,Commercial,Urban Development,4392.43,4461.19,13016236.18,1,2021-07-01,2022-11-07,0.83,0,None
REC_104397,Gujarat,District_8,Agricultural,Railway,6511.83,6767.52,2780076.59,1,2020-08-21,2021-08-14,0.83,0,None
REC_104398,Karnataka,District_6,Forest,Highway,18499.43,18382.54,2135347.45,1,2022-03-26,2023-04-29,0.96,0,None
REC_104399,Gujarat,District_8,Residential,Urban Development,10855.78,11295.04,27115976.54,2,2022-05-02,2023-12-24,0.91,0,None
REC_104400,Karnataka,District_11,Commercial,Railway,3079.92,2953.75,24314362.02,0,2020-11-07,2021-11-12,0.92,0,None
REC_104401,MP,District_13,Residential,Urban Development,3090.69,2984.09,3281834.18,0,2021-09-16,2023-06-11,0.88,0,None
REC_104402,UP,District_1,Commercial,Urban Development,15220.56,15778.37,95210752.2,2,2021-08-20,2023-07-25,0.83,0,None
REC_104403,UP,District_14,Commercial,Urban Development,19741.3,20619.57,153760016.4,5,2020-06-27,2021-02-17,0.9,0,None
REC_104404,MP,District_12,Commercial,Dam,8129.66,7893.41,52738797.39,2,2022-02-07,2023-11-13,0.85,0,None
REC_104405,UP,District_8,Residential,Urban Development,1195.38,1204.39,2077870.39,0,2020-06-30,2022-04-24,0.97,0,None
REC_104406,Gujarat,District_12,Forest,Highway,3837.78,3714.77,796249.12,0,2020-12-08,2021-12-04,0.86,0,None
REC_104407,UP,District_13,Residential,Urban Development,2110.18,2110.18,5869659.31,0,2021-07-30,2021-08-19,0.91,1,Timeline Irregularity
REC_104408,UP,District_6,Residential,Railway,5084.96,4874.88,13112967.78,0,2022-06-12,2024-05-15,0.81,0,None
REC_104409,Maharashtra,District_20,Forest,Dam,11626.42,11718.28,2209040.76,2,2020-11-03,2021-08-17,0.84,0,None
REC_104410,Karnataka,District_16,Residential,Railway,15769.19,16038.64,22735374.79,3,2020-09-12,2022-04-29,0.94,0,None
REC_104411,MP,District_12,Commercial,Urban Development,6329.92,6302.98,28948932.44,1,2022-06-18,2024-03-11,0.9,0,None
REC_104412,Karnataka,District_13,Forest,Urban Development,5016.71,4859.18,593675.14,0,2021-11-13,2023-01-05,0.83,0,None
REC_104413,Karnataka,District_7,Forest,Railway,11311.1,11081.37,1409696.97,1,2022-02-19,2023-07-31,0.95,0,None
REC_104414,Gujarat,District_5,Residential,Railway,9787.53,10240.53,17376621.22,2,2022-06-17,2024-01-15,0.85,0,None
REC_104415,UP,District_19,Commercial,Urban Development,5445.87,5619.92,39621071.46,0,2020-04-15,2021-09-23,0.83,0,None
REC_104416,UP,District_3,Commercial,Dam,19062.92,19019.89,79002550.43,3,2022-06-03,2024-02-01,0.99,0,None
REC_104417,Gujarat,District_18,Commercial,Urban Development,11408.8,11090.14,67102320.2,1,2020-10-04,2021-11-05,0.97,0,None
REC_104418,Karnataka,District_14,Residential,Dam,13521.24,13517.56,19106696.3,3,2020-09-09,2021-04-03,0.84,0,None
REC_104419,UP,District_4,Forest,Railway,9822.13,10278.4,1043723.04,1,2020-10-30,2022-08-22,0.95,0,None
REC_104420,MP,District_8,Agricultural,Dam,15130.63,14863.38,5773161.78,1,2020-04-08,2021-10-02,0.82,0,None
REC_104421,Gujarat,District_17,Agricultural,Highway,6875.45,6875.45,1510751.59,28,2021-02-07,2023-01-15,0.98,1,Demographic Spike
REC_104422,UP,District_3,Agricultural,Railway,18768.83,17987.23,8705509.04,1,2020-01-24,2021-12-13,1.0,0,None
REC_104423,Gujarat,District_16,Commercial,Dam,19187.63,19519.66,80550399.54,5,2020-03-01,2021-12-23,0.83,0,None
REC_104424,Gujarat,District_1,Agricultural,Urban Development,1327.57,1320.45,268958.26,0,2021-07-03,2023-03-08,0.9,0,None
REC_104425,UP,District_18,Agricultural,Railway,13932.59,13818.9,3293465.31,3,2021-01-30,2022-05-06,0.87,0,None
REC_104426,MP,District_7,Agricultural,Railway,8970.73,8839.13,3875436.31,1,2020-05-05,2021-08-20,0.83,0,None
REC_104427,UP,District_7,Residential,Dam,6774.68,6534.06,10849015.82,0,2021-02-10,2022-02-13,0.9,0,None
REC_104428,Karnataka,District_9,Commercial,Railway,5498.97,5697.26,33930456.26,1,2021-02-01,2022-05-30,0.91,0,None
REC_104429,Karnataka,District_13,Commercial,Railway,18959.59,18164.74,100941245.15,5,2021-09-04,2022-06-22,0.81,0,None
REC_104430,UP,District_5,Residential,Highway,5213.83,4953.89,12607775.5,0,2020-08-08,2022-03-15,0.98,0,None
REC_104431,MP,District_9,Agricultural,Highway,2957.12,2974.59,733278.78,0,2020-07-04,2022-02-27,0.95,0,None
REC_104432,UP,District_10,Forest,Highway,19411.7,19182.38,2478908.08,5,2021-09-27,2023-05-19,0.89,0,None
REC_104433,UP,District_1,Forest,Railway,9530.51,9870.39,1132318.5,2,2020-08-11,2022-01-09,0.81,0,None
REC_104434,Gujarat,District_20,Agricultural,Highway,9716.82,9844.08,1242738.91,1,2020-04-17,2021-11-16,0.81,0,None
REC_104435,Maharashtra,District_6,Residential,Highway,13761.16,13960.03,17507306.77,4,2020-04-26,2021-12-07,0.95,0,None
REC_104436,Gujarat,District_19,Residential,Highway,5908.7,6203.12,18015445.25,0,2022-02-18,2022-11-08,0.91,0,None
REC_104437,Gujarat,District_8,Commercial,Urban Development,17638.43,16823.78,50248125.08,3,2022-09-22,2023-12-24,0.95,0,None
REC_104438,Gujarat,District_16,Forest,Dam,12205.61,12021.08,1206382.15,2,2021-11-03,2022-11-28,0.96,0,None
REC_104439,Karnataka,District_18,Agricultural,Urban Development,2753.02,2873.13,1402487.41,0,2020-02-16,2021-05-12,0.93,0,None
REC_104440,Maharashtra,District_2,Agricultural,Dam,3378.22,3257.29,1345610.13,0,2021-05-20,2022-06-25,0.85,0,None
REC_104441,Maharashtra,District_3,Residential,Highway,12817.34,13228.2,22666349.46,3,2020-04-16,2021-11-27,0.94,0,None
REC_104442,Maharashtra,District_10,Agricultural,Highway,18527.11,18584.07,6509665.75,5,2020-02-18,2021-07-01,0.93,0,None
REC_104443,Gujarat,District_2,Commercial,Dam,18566.04,18493.63,148849299.77,4,2022-05-23,2024-01-20,0.94,0,None
REC_104444,Maharashtra,District_13,Agricultural,Highway,13487.8,13488.36,4707041.83,1,2022-06-16,2023-01-22,0.95,0,None
REC_104445,Gujarat,District_10,Commercial,Highway,10586.92,10586.92,72045483.74,2,2022-09-04,2022-09-25,0.81,1,Timeline Irregularity
REC_104446,Karnataka,District_10,Residential,Railway,10464.23,10420.79,15978845.95,2,2020-03-02,2021-03-31,0.87,0,None
REC_104447,Karnataka,District_7,Agricultural,Dam,10169.46,10254.16,3222887.82,2,2020-03-03,2022-01-01,0.97,0,None
REC_104448,MP,District_4,Forest,Highway,6703.47,6625.99,1067024.45,1,2020-07-29,2022-02-20,0.84,0,None
REC_104449,Maharashtra,District_3,Residential,Dam,4728.36,4666.89,13298607.16,0,2020-04-11,2021-01-04,1.0,0,None
REC_104450,UP,District_4,Commercial,Railway,19274.58,19901.58,137909294.65,2,2022-03-12,2022-12-17,0.87,0,None
REC_104451,MP,District_10,Agricultural,Railway,6569.99,6442.57,1282765.35,1,2020-11-06,2022-08-23,0.87,0,None
REC_104452,Maharashtra,District_6,Agricultural,Urban Development,18880.33,18344.38,4845804.19,2,2020-04-04,2021-01-31,0.94,0,None
REC_104453,Gujarat,District_18,Forest,Urban Development,8188.56,8235.22,823236.09,1,2020-11-20,2021-10-05,0.95,0,None
REC_104454,UP,District_3,Commercial,Dam,2504.03,2588.02,20808999.06,0,2021-05-02,2023-04-04,0.86,0,None
REC_104455,Karnataka,District_16,Forest,Urban Development,16680.51,17280.92,963444.2,3,2022-05-30,2024-02-07,0.93,0,None
REC_104456,Gujarat,District_20,Agricultural,Railway,5686.49,5717.38,2853784.79,1,2021-07-21,2022-04-08,0.85,0,None
REC_104457,Maharashtra,District_16,Residential,Highway,18626.17,19168.42,56298660.5,5,2021-11-04,2023-05-26,0.82,0,None
REC_104458,Maharashtra,District_19,Residential,Railway,13137.96,13619.04,21283100.17,2,2020-09-12,2021-08-13,0.87,0,None
REC_104459,Maharashtra,District_12,Residential,Highway,7268.26,7200.37,16521178.71,1,2020-03-18,2021-05-15,0.8,0,None
REC_104460,Maharashtra,District_11,Commercial,Urban Development,19803.91,20109.74,137023498.81,3,2020-02-22,2021-10-14,0.85,0,None
REC_104461,MP,District_14,Commercial,Dam,13002.37,13608.24,106294792.0,1,2020-03-09,2021-10-26,0.81,0,None
REC_104462,MP,District_9,Residential,Urban Development,5545.8,5510.01,13381975.88,1,2020-06-20,2021-11-12,0.92,0,None
REC_104463,Gujarat,District_16,Residential,Highway,18763.61,19207.59,49790746.96,4,2020-01-03,2020-11-20,0.88,0,None
REC_104464,Karnataka,District_10,Forest,Highway,8558.19,8426.7,1105689.18,2,2022-08-14,2024-06-01,0.8,0,None
REC_104465,MP,District_18,Residential,Urban Development,9843.44,9962.61,19226369.57,2,2021-03-12,2022-10-12,0.81,0,None
REC_104466,MP,District_10,Commercial,Highway,539.3,539.3,11291264.3,0,2020-02-01,2021-08-12,0.84,1,Compensation Outlier
REC_104467,MP,District_11,Forest,Dam,18571.75,18711.88,2438158.14,3,2020-12-22,2022-08-05,0.97,0,None
REC_104468,Gujarat,District_12,Residential,Urban Development,12694.42,12694.42,29602134.22,51,2022-06-26,2023-05-21,0.92,1,Demographic Spike
REC_104469,UP,District_3,Forest,Railway,5355.13,5370.11,928961.84,1,2021-02-03,2022-09-19,0.83,0,None
REC_104470,Gujarat,District_12,Forest,Urban Development,10026.13,10079.35,2287615.33,2,2020-01-27,2021-04-16,0.99,0,None
REC_104471,UP,District_1,Forest,Highway,2265.41,2359.4,307884.61,0,2021-11-10,2022-06-21,0.81,0,None
REC_104472,Maharashtra,District_10,Residential,Highway,9026.81,8919.71,20846475.79,0,2022-05-08,2023-06-19,0.85,0,None
REC_104473,Maharashtra,District_13,Forest,Railway,8690.54,8987.91,1664295.46,1,2020-09-23,2021-05-02,0.94,0,None
REC_104474,MP,District_15,Agricultural,Highway,4510.14,4589.86,2171952.18,0,2020-01-04,2021-08-27,0.9,0,None
REC_104475,UP,District_18,Agricultural,Urban Development,19506.38,19271.74,8680264.85,2,2022-09-22,2023-07-01,0.92,0,None
REC_104476,UP,District_5,Commercial,Highway,11452.7,11783.56,89483898.61,3,2021-04-28,2022-12-16,0.8,0,None
REC_104477,Gujarat,District_7,Agricultural,Highway,11201.63,11194.03,5505311.04,2,2020-12-25,2021-12-05,0.88,0,None
REC_104478,Gujarat,District_8,Commercial,Railway,2249.53,2297.21,9918654.93,0,2020-07-04,2021-06-28,0.97,0,None
REC_104479,MP,District_5,Residential,Highway,10664.22,10322.0,20899548.49,1,2021-07-02,2022-10-09,0.99,0,None
REC_104480,UP,District_11,Commercial,Railway,13848.54,13210.28,76194016.42,1,2021-01-01,2022-04-30,0.91,0,None
REC_104481,Maharashtra,District_1,Residential,Highway,9845.38,9500.42,12423310.18,2,2020-02-09,2021-05-08,0.97,0,None
REC_104482,UP,District_20,Agricultural,Railway,2367.78,2455.95,993242.53,0,2021-01-16,2021-10-27,0.85,0,None
REC_104483,Maharashtra,District_8,Residential,Highway,3971.17,4165.05,10905865.17,0,2022-04-25,2023-09-08,1.0,0,None
REC_104484,Gujarat,District_11,Forest,Railway,9399.17,9220.59,1833172.33,2,2020-06-17,2022-06-10,0.85,0,None
REC_104485,MP,District_5,Agricultural,Dam,5473.06,5219.21,2034425.72,1,2020-10-23,2021-08-19,0.85,0,None
REC_104486,Karnataka,District_16,Agricultural,Dam,8589.03,8452.55,3475685.85,2,2021-06-20,2022-08-20,0.83,0,None
REC_104487,Maharashtra,District_5,Agricultural,Highway,3995.95,4178.08,744888.33,0,2020-01-25,2021-05-26,0.98,0,None
REC_104488,Maharashtra,District_20,Residential,Urban Development,7653.59,7685.83,19729712.98,0,2020-09-05,2022-01-06,0.99,0,None
REC_104489,Maharashtra,District_20,Residential,Railway,2870.46,2958.73,8523953.66,0,2022-03-16,2024-02-16,1.0,0,None
REC_104490,Maharashtra,District_9,Residential,Dam,10335.45,10440.96,19213870.64,1,2021-07-23,2023-03-14,0.87,0,None
REC_104491,UP,District_10,Commercial,Highway,966.82,991.32,3243782.52,0,2020-06-28,2021-03-22,0.98,0,None
REC_104492,MP,District_18,Commercial,Highway,3877.52,3823.2,20469231.81,1,2021-01-29,2022-03-12,0.87,0,None
REC_104493,Karnataka,District_16,Agricultural,Railway,14896.9,15031.84,4484773.66,2,2021-04-20,2022-02-12,0.9,0,None
REC_104494,Gujarat,District_4,Commercial,Dam,5617.42,5833.88,26632133.44,1,2020-09-13,2021-11-12,0.87,0,None
REC_104495,UP,District_20,Agricultural,Urban Development,12358.33,11846.46,4037692.05,2,2022-04-13,2023-09-14,0.94,0,None
REC_104496,MP,District_11,Residential,Dam,17519.72,18045.88,56746048.77,5,2022-03-14,2023-09-26,0.82,0,None
REC_104497,MP,District_19,Residential,Highway,2004.54,1929.64,2834218.51,0,2021-07-11,2022-10-18,0.84,0,None
REC_104498,Gujarat,District_19,Agricultural,Dam,7273.67,7094.6,3068826.09,1,2021-09-09,2023-05-22,0.87,0,None
REC_104499,MP,District_2,Residential,Urban Development,15027.31,14394.65,16335477.87,3,2022-07-04,2023-06-05,0.83,0,None
REC_104500,MP,District_20,Forest,Highway,12335.94,12808.31,1444239.73,2,2021-01-21,2021-09-26,0.93,0,None
REC_104501,Maharashtra,District_13,Residential,Dam,946.59,960.87,1755771.16,0,2021-04-15,2022-06-15,0.85,0,None
REC_104502,Gujarat,District_15,Residential,Urban Development,5218.19,5197.66,10755172.45,0,2021-03-30,2021-11-09,0.91,0,None
REC_104503,Maharashtra,District_13,Residential,Railway,17098.83,17758.47,49657675.06,2,2021-03-30,2022-11-24,0.89,0,None
REC_104504,Maharashtra,District_8,Forest,Highway,12852.51,12309.58,1430803.17,3,2020-11-02,2021-06-29,0.93,0,None
REC_104505,Gujarat,District_12,Commercial,Highway,3857.01,3829.09,15852882.1,1,2021-06-08,2022-09-18,0.89,0,None
REC_104506,Gujarat,District_16,Forest,Railway,17815.33,18482.88,1172238.98,3,2021-10-17,2023-05-27,0.86,0,None
REC_104507,Karnataka,District_9,Residential,Dam,8972.82,8551.43,14820026.73,2,2022-03-03,2024-01-22,0.92,0,None
REC_104508,Gujarat,District_11,Agricultural,Urban Development,14041.48,13571.99,2605857.92,3,2021-11-22,2022-11-25,0.95,0,None
REC_104509,Gujarat,District_5,Residential,Railway,15891.96,16548.58,22517792.29,3,2020-08-05,2021-12-06,0.94,0,None
REC_104510,MP,District_1,Agricultural,Urban Development,11301.46,10796.84,3330968.6,1,2020-03-22,2021-12-27,0.88,0,None
REC_104511,Gujarat,District_10,Agricultural,Urban Development,15615.13,16095.41,7730014.89,4,2020-12-16,2022-02-21,0.99,0,None
REC_104512,UP,District_20,Agricultural,Urban Development,4842.0,4935.93,1460311.89,1,2021-07-01,2022-12-09,0.86,0,None
REC_104513,Karnataka,District_15,Residential,Highway,14437.69,14274.19,19054299.78,1,2021-01-28,2022-01-21,0.9,0,None
REC_104514,UP,District_19,Forest,Highway,11550.49,11543.51,803338.2,3,2020-06-15,2021-09-22,0.99,0,None
REC_104515,Gujarat,District_12,Forest,Highway,6462.09,6214.93,1180114.51,1,2020-09-01,2021-10-04,0.98,0,None
REC_104516,Gujarat,District_5,Residential,Urban Development,6605.26,6371.47,7106154.4,1,2021-01-02,2022-01-02,0.87,0,None
REC_104517,Gujarat,District_3,Residential,Railway,15746.96,16222.16,49564633.43,4,2021-06-21,2023-01-18,0.93,0,None
REC_104518,Gujarat,District_2,Residential,Highway,18051.6,17956.31,42952432.49,4,2022-07-22,2023-06-10,0.87,0,None
REC_104519,MP,District_14,Forest,Railway,5496.9,5468.61,1070391.45,1,2022-07-15,2023-04-13,0.87,0,None
